Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201201CP00328,532890,180700,-0.086455,51.509556,48,3,2,1,10/10/2012,4,17:10,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00329,532800,180480,-0.087834,51.5076,48,3,1,1,05/10/2012,6,22:32,570,E09000001,3,3,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,Pedestrian in carriageway (not injured),2,Yes,E01003929,2012
201201CP00330,531610,181290,-0.104669,51.515157,48,3,2,1,30/10/2012,3,10:35,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00331,531580,181170,-0.105146,51.514086,48,3,2,1,17/10/2012,4,18:55,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00332,532700,181110,-0.089037,51.513285,48,3,1,1,04/07/2012,4,07:40,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00333,532150,181590,-0.096779,51.517727,48,2,1,1,12/07/2012,5,19:30,570,E09000001,3,1,Single carriageway,30,,Giveway or uncontrolled,3,1211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01000001,2012
201201CP00334,531410,181570,-0.107445,51.51772,48,3,2,1,31/07/2012,3,22:50,570,E09000001,4,500,Single carriageway,30,,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Frost/Ice,None,None,1,Yes,E01000004,2012
201201CP00336,532780,180350,-0.088171,51.506436,1,2,1,1,18/08/2012,7,13:55,8,E09000028,3,3,Single carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004027,2012
201201CP00337,533640,180730,-0.075643,51.509648,1,3,1,2,06/08/2012,2,16:40,5,E09000030,3,100,Single carriageway,30,,,-1,0,None within 50 metres,Footbridge or subway,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004293,2012
201201CP00338,531370,181570,-0.108021,51.517729,48,3,2,1,02/08/2012,5,13:00,570,E09000001,3,40,Single carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000917,2012
201201CP00340,533810,180960,-0.073107,51.511675,48,3,2,1,15/08/2012,4,07:15,570,E09000001,3,1210,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000005,2012
201201CP00341,531710,181740,-0.103061,51.519178,48,3,2,1,10/09/2012,2,06:05,570,E09000001,4,500,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01002724,2012
201201CP00342,533220,181140,-0.081536,51.513432,48,3,1,1,24/09/2012,2,09:20,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00343,532860,180820,-0.086842,51.510641,48,3,2,1,30/08/2012,5,18:05,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,501,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00344,531790,180950,-0.102203,51.51206,48,3,2,1,03/11/2012,7,04:28,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,3211,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00345,533340,181680,-0.079604,51.518256,48,3,1,1,03/11/2012,7,13:40,570,E09000001,3,10,Single carriageway,30,,Giveway or uncontrolled,3,10,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00346,531630,181190,-0.104418,51.514254,48,2,1,1,05/11/2012,2,18:16,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00347,533060,181450,-0.083724,51.516256,48,3,2,1,02/11/2012,6,08:25,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00348,532650,181110,-0.089757,51.513296,48,2,1,1,05/11/2012,2,09:35,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00349,533450,181110,-0.078235,51.513108,48,3,2,1,09/11/2012,6,09:41,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00350,532400,181670,-0.093148,51.518388,48,3,1,1,10/11/2012,7,09:15,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000002,2012
201201CP00351,533350,181740,-0.079437,51.518793,48,3,2,1,14/11/2012,4,00:50,570,E09000001,3,10,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00354,531280,181330,-0.109407,51.515593,48,3,2,1,19/11/2012,2,11:35,570,E09000001,3,4,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00355,532970,181220,-0.085107,51.51421,48,3,1,1,07/11/2012,4,13:00,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00356,533370,181120,-0.079384,51.513217,48,3,2,1,22/11/2012,5,09:45,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00357,532320,181010,-0.094548,51.512475,48,3,2,1,16/11/2012,6,08:40,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00358,533240,181510,-0.081109,51.516752,48,3,2,1,10/11/2012,7,08:59,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00359,533190,181420,-0.081863,51.515955,48,3,2,1,21/11/2012,4,23:00,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,3,1211,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00361,533010,181350,-0.084482,51.515369,48,2,2,1,28/11/2012,4,21:15,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00362,532160,181050,-0.096837,51.512872,48,2,1,1,28/11/2012,4,01:00,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00363,532920,181500,-0.085722,51.516738,48,3,1,2,27/11/2012,3,18:31,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00364,531590,181560,-0.104856,51.517588,48,3,2,1,28/11/2012,4,09:10,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00365,531640,181100,-0.104308,51.513443,48,3,2,1,23/11/2012,6,19:30,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00366,532970,180950,-0.085209,51.511783,48,3,2,1,27/11/2012,3,08:23,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present but unlit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00367,533250,181550,-0.08095,51.517109,48,3,1,1,08/11/2012,5,16:40,570,E09000001,3,10,Single carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present but unlit,Fine with high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00368,531300,181580,-0.109026,51.517835,48,3,2,1,22/11/2012,5,17:04,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000917,2012
201201CP00369,533500,181120,-0.077511,51.513186,48,3,2,1,01/11/2012,5,08:50,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00370,533170,181390,-0.082162,51.51569,48,2,1,1,08/11/2012,5,18:00,570,E09000001,3,10,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00371,531760,181660,-0.10237,51.518447,48,3,2,1,27/11/2012,3,05:51,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00372,532700,181110,-0.089037,51.513285,48,2,2,1,08/11/2012,5,11:40,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Unknown,Dry,None,None,1,No,E01000004,2012
201201CP00373,531640,181020,-0.104338,51.512724,48,3,1,1,27/11/2012,3,18:05,570,E09000001,3,201,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00374,531680,180820,-0.103836,51.510917,48,2,2,1,19/11/2012,2,07:30,570,E09000001,3,3211,Dual carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00375,532790,181530,-0.087583,51.517038,48,3,1,1,20/11/2012,3,17:30,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00376,533240,181140,-0.081248,51.513427,48,3,1,1,15/11/2012,5,08:06,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00377,531090,181380,-0.112125,51.516087,48,1,1,1,06/10/2012,7,00:15,570,E09000001,4,400,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000914,2012
201201CP00378,532700,181540,-0.088875,51.517149,48,2,2,1,09/10/2012,3,20:05,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00379,532890,180690,-0.086459,51.509466,48,3,1,1,05/10/2012,6,18:30,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00380,533090,181130,-0.083413,51.513373,48,3,1,2,31/10/2012,4,17:02,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00381,533770,180680,-0.073789,51.509168,1,3,1,1,22/10/2012,2,07:36,5,E09000030,3,100,Single carriageway,30,,Automatic traffic signal,3,100,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004293,2012
201201CP00382,533760,180660,-0.073941,51.508991,1,3,1,1,23/10/2012,3,16:55,5,E09000030,3,100,Single carriageway,30,,Automatic traffic signal,3,100,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004293,2012
201201CP00383,533060,181450,-0.083724,51.516256,48,3,2,1,22/12/2012,7,16:33,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00384,532560,180930,-0.091121,51.5117,48,3,1,1,19/12/2012,4,19:03,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,Pedestrian in carriageway (not injured),1,Yes,E01000004,2012
201201CP00385,533270,181580,-0.08065,51.517374,48,3,2,1,16/12/2012,1,15:21,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00386,532140,181210,-0.097065,51.514315,48,3,2,1,07/12/2012,6,13:20,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00387,532160,181580,-0.096639,51.517635,48,3,2,1,11/12/2012,3,12:10,570,E09000001,3,1,Single carriageway,30,,Giveway or uncontrolled,3,1211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000001,2012
201201CP00388,533560,181170,-0.076628,51.513621,48,2,1,1,20/12/2012,5,22:13,570,E09000001,3,11,Single carriageway,30,,Automatic traffic signal,3,1211,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000005,2012
